"id","level","prompt","correct","distractor1","distractor2","distractor3"
"politics-l13-1846","13","Hvem erstattet Nikita Krussjov som leder av Sovjetunionen i 1964?","Leonid Bresjnev","Aleksei Kosygin","Mikhail Suslov","Andrei Gromyko"
"politics-l13-1847","13","Hvilken belgisk kong abdicerte i 1951 på grunn av kontrovers?","Leopold III","Albert I","Baudouin I","Filip"
"politics-l13-1848","13","I hvilket år ble Augusto Pinochet styrtet som Chiles diktator?","1990","1988","1992","1989"
"politics-l13-1849","13","Hvilken tysk kansler var ansvarlig for Deutschmark under gjenforening?","Helmut Kohl","Helmut Schmidt","Willy Brandt","Konrad Adenauer"
"politics-l13-1850","13","Hvem var Frankrikes president da Suez-krisen oppsto i 1956?","René Coty","Guy Mollet","Pierre Mendès-France","Charles de Gaulle"
"politics-l13-1851","13","Hvilket navn hadde Pol Pot før han ble kjent som Kambodsjas diktator?","Saloth Sar","Ieng Sary","Son Sen","Ta Mok"
"politics-l13-1852","13","Hvem ble Israels første statsminister i 1948?","David Ben-Gurion","Golda Meir","Menachem Begin","Levi Eshkol"
"politics-l13-1853","13","I hvilket år ble Che Guevara drept i Bolivia?","1967","1965","1968","1966"
"politics-l13-1854","13","Hvilken tidligere østeuropeisk leder vant Nobels fredspris i 1983?","Lech Wałęsa","Václav Havel","Solidarity-bevegelsen","Pope John Paul II"
"politics-l13-1855","13","Hvem var Pakistans første kvinnelige statsminister?","Benazir Bhutto","Fatima Jinnah","Mohtarma Begum","Tanvir Ilahi"
"politics-l13-1856","13","Hvilken venezolansk leder innførte Bolivarian Revolution?","Hugo Chávez","Nicolás Maduro","Carlos Andres Perez","Raúl Leoni"
"politics-l13-1857","13","I hvilket år ble János Kádár fjernet fra makten i Ungarn?","1988","1989","1987","1990"
"politics-l13-1858","13","Hvem var Portugals diktator som styrtes i 1974 under Nellikrevolusjonen?","Marcelo Caetano","António Salazar","Humberto Delgado","Mário Soares"
"politics-l13-1859","13","Hvilken serbisk politiker var anklagd for krigsforbrytelser under Balkan-krigen?","Slobodan Milošević","Franjo Tuđman","Alija Izetbegović","Radovan Karadžić"
"politics-l13-1860","13","Hvem var Egypts tredje president etter Nasser?","Anwar Sadat","Muhammad Naguib","Hosni Mubarak","Gamal Abdel Nasser"
"politics-l13-1861","13","I hvilket år ble Lee Kuan Yew Singapores første statsminister?","1959","1957","1961","1965"
"politics-l13-1862","13","Hvem var leder av Kuban under missilkrisen i 1962?","Fidel Castro","Raúl Castro","Che Guevara","Camilo Cienfuegos"
"politics-l13-1863","13","Hvilken gresk kolonels gruppe gjennomførte militærkuppet i 1967?","Oberst Georgios Papadopoulos","Generalen Ioannis Metaxas","Alexander Papagos","Theodoros Pangalos"
"politics-l13-1864","13","Hvem ble den første presidenten i Timorleste etter uavhengighet?","Xanana Gusmão","Mari Alkatiri","Taur Matan Ruak","Estanislau da Silva"
"politics-l13-1865","13","I hvilket år ble Jacobo Árbenz styrtet i Guatemala?","1954","1951","1956","1952"
"politics-l13-1866","13","Hvem var Filippinenes diktator som styrtes i 1986?","Ferdinand Marcos","Manuel Roxas","Carlos Garcia","Diosdado Macapagal"
"politics-l13-1867","13","Hvilken taiwansk leder forhandlet enhet med Folkerepublikken Kina?","Ma Ying-jeou","Chen Shui-bian","Lee Teng-hui","Chiang Kai-shek"
"politics-l13-1868","13","Hvem var Thailands kong som styrte i over 60 år?","Bhumibol Adulyadej","Maha Vajiralongkorn","Ananda Mahidol","Prajadhipok"
"politics-l13-1869","13","I hvilket år ble Kwame Nkrumah president av Ghana?","1960","1957","1958","1961"
"politics-l13-1870","13","Hvem var leder av ANC under apartheid før Mandela?","Albert Luthuli","Walter Sisulu","Oliver Tambo","Govan Mbeki"
"politics-l13-1871","13","Hvilken italiensk statsminister var involvert i Tangentopoli-skandalen?","Bettino Craxi","Silvio Berlusconi","Aldo Moro","Giulio Andreotti"
"politics-l13-1872","13","Hvem erstattet Franco som Spanias leder etter hans død?","Kong Juan Carlos I","Manuel Fraga Iribarne","Adolfo Suárez","Santiago Carrillo"
"politics-l13-1873","13","I hvilket år ble Saddam Hussein fjernet fra makten?","2003","2001","2002","2004"
"politics-l13-1874","13","Hvem var den første presidenten av Bangladesh?","Sheikh Mujibur Rahman","Ziaur Rahman","Huseyn Muhammad Ershad","Abdus Sattar"
"politics-l13-1875","13","Hvilken sørkoreansk general gjennomførte kuppet i 1979?","Chun Doo-hwan","Park Chung-hee","Roh Tae-woo","Kim Young-sam"
"politics-l13-1876","13","Hvem var Kenyas første president etter uavhengighet?","Jomo Kenyatta","Daniel arap Moi","Tom Mboya","Oginga Odinga"
"politics-l13-1877","13","I hvilket år ble Hosni Mubarak styrtet i Egypts arabiske vår?","2011","2010","2012","2013"
"politics-l13-1878","13","Hvem var Irans revolusjonære leder som styrte Shahen?","Ayatollah Ruhollah Khomeini","Ali Khamenei","Mohammad Mossadegh","Mehdi Bazargan"
"politics-l13-1879","13","Hvilken amerikansk president hadde den lengste perioden mellom sitt første og andre presidentskap?","Grover Cleveland","Thomas Jefferson","Theodore Roosevelt","Benjamin Harrison"
"politics-l13-1880","13","Hvor mange ganger har Norge vært medlem av FNs sikkerhetsråd?","10","7","12","8"
"politics-l13-1881","13","Hvilken europeisk leder hadde den lengste sammenhengende tid ved makten i det 20. århundre?","Francisco Franco","Benito Mussolini","Adolf Hitler","Josip Broz Tito"
"politics-l13-1882","13","Hvor mange kvinnelige statsministre har Tyskland hatt siden 1949?","1","0","2","3"
"politics-l13-1883","13","Hvilken amerikansk senator tjente lengst som sittende medlem av Senatet?","Strom Thurmond","Robert Byrd","Ted Kennedy","Jesse Helms"
"politics-l13-1884","13","I hvilket år hadde Norge sin høyeste velgerdeltagelse i stortingsvalg?","1969","1957","1973","1981"
"politics-l13-1885","13","Hvilken landet har hatt flest permanente medlemmer i FNs sikkerhetsråd helt siden opprettelsen?","Kina","Frankrike","Storbritannia","Sovjetunionen"
"politics-l13-1886","13","Hvor mange veto har USA benyttet i FNs sikkerhetsråd siden 1945?","82","45","127","61"
"politics-l13-1887","13","Hvilken britisk statsminister hadde den korteste periode ved makten?","Andrew Bonar Law","Alec Douglas-Home","Herbert Asquith","Clement Attlee"
"politics-l13-1888","13","Hvor mange ganger har Sverige vært medlem av FNs sikkerhetsråd?","5","3","6","4"
"politics-l13-1889","13","Hvilken amerikanske president tjente den lengste tiden før å bli valgt?","George H. W. Bush","Ronald Reagan","Richard Nixon","Dwight Eisenhower"
"politics-l13-1890","13","I hvilken periode hadde Norges største stortingsbestand med representanter fra samme parti?","1957-1961","1949-1953","1945-1949","1965-1969"
"politics-l13-1891","13","Hvor mange amerikanske presidenter har ikke blitt valgt som sitt partis nominert?","9","5","12","7"
"politics-l13-1892","13","Hvilken kanadisk statsminister tjente lengst uten å være medlem av Parlamentet?","Joe Clark","Kim Campbell","John Turner","Paul Martin"
"politics-l13-1893","13","Hvor mange år gjorde det før første kvinnelige medlem ble valgt til norsk stortings?","80","65","95","72"
"politics-l13-1894","13","Hvilken land har benyttet veto flest ganger i FNs sikkerhetsråd?","Russland/Sovjetunionen","USA","Kina","Frankrike"
"politics-l13-1895","13","Hvor mange amerikanske presidenter har blitt arrestert eller siktet etter sitt embete?","1","0","2","3"
"politics-l13-1896","13","Hvilken britisk statsminister hadde den største aldersforskjellen mellom sitt første og siste år i stillingen?","Clement Attlee","Winston Churchill","Harold Macmillan","Lord Salisbury"
"politics-l13-1897","13","I hvilket år oppnådde Norge sitt første kvinnelige statsminister?","1981","1986","1976","1990"
"politics-l13-1898","13","Hvor mange ganger har India stilt kandidat til FNs sikkerhetsråd?","7","5","9","6"
"politics-l13-1899","13","Hvilken amerikanske president hadde det høyeste antall rettsalter under sin administrasjon?","Franklin D. Roosevelt","Theodore Roosevelt","Harry Truman","Dwight Eisenhower"
"politics-l13-1900","13","Hvor mange ganger har Danmark vært medlem av FNs sikkerhetsråd?","3","2","4","5"
"politics-l13-1901","13","Hvilken norsk statsminister tjente lengst ved makten i det 20. århundre?","Einar Gerhardsen","Jens Christian Hauge","Per Borten","Olaf Thorp"
"politics-l13-1902","13","Hvor mange amerikanske presidenter har tjent mindre enn ett år?","4","2","5","3"
"politics-l13-1903","13","Hvilken land har hatt flest kvinnelige statsministre i historien?","Storbritannia","New Zealand","Danmark","Sverige"
"politics-l13-1904","13","I hvilket år ble det første kvinnelige medlemmet valgt til norsk stortings?","1945","1949","1937","1953"
"politics-l13-1905","13","Hvor mange ganger har Tyskland stilt kandidat til FNs sikkerhetsråd?","2","1","3","0"
"politics-l13-1906","13","Hvilken amerikansk senator hadde det lengste sammenhengende tidsrom uten å miste et valg?","Robert Byrd","Ted Kennedy","Strom Thurmond","Jesse Helms"
"politics-l13-1907","13","Hvor mange ganger har Brasil stilt kandidat til FNs sikkerhetsråd?","10","7","12","8"
"politics-l13-1908","13","Hvilken norsk politiker hadde det høyeste antallet år i regjeringsposisjon?","Einar Gerhardsen","Johan Nygaardsvold","Fridtjov Nansen","Christian Michelet"
"politics-l13-1909","13","Hvor mange ganger har Spania stilt kandidat til FNs sikkerhetsråd?","4","2","5","3"
"politics-l13-1910","13","Hvilken amerikansk president gjorde flest presidentordrer i sitt embete?","Franklin D. Roosevelt","Theodore Roosevelt","Woodrow Wilson","Harry Truman"
"politics-l13-1911","13","Hvor mange ganger har Mexico stilt kandidat til FNs sikkerhetsråd?","4","2","5","3"
"politics-l13-1912","13","Hvilken britisk statsminister tjente den korteste periode som statsminister mer enn én gang?","Winston Churchill","Harold Macmillan","Benjamin Disraeli","William Gladstone"
"politics-l13-1913","13","I hvilket år ble kvinners stemmrett etablert i Norge?","1913","1910","1915","1920"
"politics-l13-1914","13","Hvor mange ganger har Italia stilt kandidat til FNs sikkerhetsråd?","4","2","5","3"
"politics-l13-1915","13","Hvilken amerikansk senator hadde den lengste sammenhengende tjenesteuttalelse?","Strom Thurmond","Robert Byrd","John Stennis","Ted Kennedy"
"politics-l13-1916","13","Hvor mange amerikanske presidenter har blitt riksrett?","3","1","2","4"
"politics-l13-1917","13","Hvilken land har benyttet sitt vetorett flest ganger etter år 2000?","Russland","USA","Kina","Frankrike"
"politics-l14-1918","14","I hvilket år ble Europaparlamentet først valgt direkte av borgerne?","1979","1975","1984","1989"
"politics-l14-1919","14","Hvilken amerikansk president var den første til å besøke Kina mens han var i embete?","Richard Nixon","Dwight Eisenhower","John F. Kennedy","Lyndon B. Johnson"
"politics-l14-1920","14","Hvor mange medlemmer har Det internasjonale straffedomstolen?","123","108","127","115"
"politics-l14-1921","14","I hvilket land ble den første kvinnelige statsministeren i verden valgt?","Sri Lanka","Storbritannia","Irland","India"
"politics-l14-1922","14","Hvilken amerikansk stat ratifiserte det 22. grunnlovsamendementet først?","Maine","New York","Massachusetts","Connecticut"
"politics-l14-1923","14","I hvilket år ble FN-charteret undertegnet?","1945","1944","1946","1947"
"politics-l14-1924","14","Hvilken amerikansk president hadde de fleste vetoer?","Franklin D. Roosevelt","Andrew Johnson","Harry S. Truman","Grover Cleveland"
"politics-l14-1925","14","Hvor mange permanent seter har Sikkerhetsrådet?","5","7","10","3"
"politics-l14-1926","14","I hvilket år ble Tyskland delt i fire okkupasjonssoner?","1945","1944","1946","1947"
"politics-l14-1927","14","Hvilken britisk statsminister var den første som ikke var medlem av House of Commons?","Alec Douglas-Home","Harold Macmillan","Anthony Eden","Clement Attlee"
"politics-l14-1928","14","Hvor mange mennesker skal utgjøre et kvorum i det amerikanske Representanthuset?","218","200","225","210"
"politics-l14-1929","14","I hvilket år vedtok USA Monroedoktrinen?","1823","1821","1825","1820"
"politics-l14-1930","14","Hvilken fredsnobelprismottaker var den yngste?","Malala Yousafzai","Barack Obama","Jimmy Carter","Wangari Maathai"
"politics-l14-1931","14","Hvor mange år må en person være bosatt i Norge før de kan bli statsborger?","7","5","10","3"
"politics-l14-1932","14","I hvilket år ble Den europeiske menneskerettsdomstolen etablert?","1959","1950","1961","1955"
"politics-l14-1933","14","Hvor mange år må man være amerikansk statsborger før man kan bli senatorsenator?","9","7","10","12"
"politics-l14-1934","14","I hvilket år ble Den store purge gjennomført i Sovjetunionen?","1936-1938","1933-1935","1940-1943","1928-1932"
"politics-l14-1935","14","Hvor mange medlemsland hadde NATO da det ble opprettet i 1949?","12","10","15","8"
"politics-l14-1936","14","Hvilken amerikansk president undertegnet Civil Rights Act av 1964?","Lyndon B. Johnson","John F. Kennedy","Harry S. Truman","Dwight Eisenhower"
"politics-l14-1937","14","I hvilket år ble Øst- og Vesttyskland gjenforenet?","1990","1989","1991","1992"
"politics-l14-1938","14","Hvilken fredsavtale endte den spanske borgerkrigen?","Ingen - det var ingen formell fredsavtale","Fredsavtalen i Madrid","Fredsavtalen i Barcelona","Fredsavtalen i Burgos"
"politics-l14-1939","14","I hvilket år ble Sveits medlem av FN?","2002","1990","1995","2000"
"politics-l14-1940","14","Hvor mange dager varte Kubakrisens høydepunkt i 1962?","13","10","14","12"
"politics-l14-1941","14","Hvilken amerikansk president godkjente atomvåpnenes bruk i Japan?","Harry S. Truman","Franklin D. Roosevelt","Dwight Eisenhower","Henry Wallace"
"politics-l14-1942","14","I hvilket år ble Palestina en observatørstat ved FN?","2012","2010","2011","2013"
"politics-l14-1943","14","Hvor mange ganger kan en amerikansk president gjenvelges?","1","2","Ubegrenset","0"
"politics-l14-1944","14","Hvilken britisk statsminister iverksatte Brexit-prosessen?","Theresa May","David Cameron","Boris Johnson","Liz Truss"
"politics-l14-1945","14","I hvilket år ble apartheid-systemet formelt avskaffet i Sør-Afrika?","1991","1990","1992","1989"
"politics-l14-1946","14","Hvor mange europeiske land har en monarki?","12","10","14","8"
"politics-l14-1947","14","Hvilken skandinavisk land ratifiserte menneskerettighetserklæringen første gang?","Sverige","Norge","Danmark","Finland"
"politics-l14-1948","14","I hvilket år ble Den kalde krigen offisielt erklært avsluttet?","1989","1988","1990","1991"
"politics-l14-1949","14","Hvor mange amerikanske presidenter har blitt tiltalt for forbrytelser?","0","1","2","3"
"politics-l14-1950","14","Hvilken amerikansk stat var den første til å avskaffes slaveriet?","Vermont","Massachusetts","Connecticut","Rhode Island"
"politics-l14-1951","14","I hvilket år ble Israels uavhengighetserklæring signert?","1948","1947","1949","1950"
"politics-l14-1952","14","Hvor mange medlemmer utgjør Den europeiske kommisjonens kollegium?","27","25","28","26"
"politics-l14-1953","14","Hvilken amerikanske stat hadde det høyeste antallet slavepopulasjon før borgerkrigen?","Virginia","Georgia","South Carolina","North Carolina"
"politics-l14-1954","14","I hvilket år gjennomgikk Sovjet sitt opphør?","1991","1989","1990","1992"
"politics-l14-1955","14","Hvilken norsk politiker var leder av Arbeiderpartiet fra 1945 til 1965?","Einar Gerhardsen","Trygve Bratteli","Halvard Lange","Fridtjov Frank-Nansen"
"politics-l14-1956","14","I hvilket år ble Grunnloven vedtatt i Norge?","1814","1809","1818","1821"
